b0041	b2769	5.85486961362603
b0042	b1697	5.82173425365739
b0185	b2316	5.816431223984
b0041	b0042	5.77640071318696
b0041	b1698	5.77597721338903
b0284	b0286	5.70123650277636
b0284	b2868	5.67076124848767
b0042	b1695	5.66884715393799
b0286	b2866	5.6670583921598
b0221	b4187	5.62644781169406
b0286	b2867	5.62561449324479
b0284	b2867	5.61472391757002
b0207	b3001	5.61229532567709
b0039	b1698	5.54453195347631
b0307	b0308	5.54384480690035
b0039	b0042	5.52458758232891
b0039	b2769	5.45011609229818
b0221	b1395	5.44882620141041
b0041	b1695	5.3867061125554
b0039	b1697	5.3788572807112
b0039	b0041	5.34328820379973
b0221	b2341	5.32496012595037
b0042	b4187	5.22838175339507
b0041	b4187	5.18210770587096
b0039	b1395	5.14051617677158
b0039	b2341	5.10210556489119
b0078	b2818	5.06128519423173
b0221	b3846	5.03456054273944
b0285	b0286	4.83066283641484
b0039	b1393	4.80794389335145
b0221	b1393	4.78589995767888
b0369	b3805	4.77194928417846
b0039	b3846	4.69069372861407
b0400	b1969	4.68336963277266
b0036	b1395	4.58706240407812
b0221	b1697	4.57279831740787
b0284	b0285	4.56843733371018
b0041	b0221	4.51860921443884
b0221	b2769	4.49154165418193
b0221	b1698	4.45792400751342
b0400	b4398	4.4304154052997
b0071	b0072	4.41136304747921
b0036	b4187	4.36935971602886
b0047	b3179	4.33439883263258
b0042	b0221	4.3237826330832
b0399	b0993	4.30474705850161
b0032	b0033	4.29884257859241
b0399	b0400	4.27696004506995
b0285	b2868	4.27365606782162
b0078	b3959	4.25105320419342
b0036	b0039	4.24416881677547
b0286	b2875	4.19789610935726
b0369	b1210	4.19318004668723
b0071	b0073	4.16096579885677
b0036	b1695	4.14812667628799
b0031	b3179	4.1318750076345
b0039	b1394	4.09937295827122
b0042	b2770	4.09285456142636
b0284	b2875	4.09226865480671
b0400	b3912	4.06512418784268
b1485	b1486	4.05537866729488
b1311	b1312	4.04017787054914
b0221	b1397	4.03761981650071
b0221	b2224	4.03740752888079
b1260	b1261	4.03598196492523
b0221	b2844	4.03498029258495
b0221	b3845	4.03365563612504
b0078	b1260	4.03202503196771
b0221	b2342	4.03009529861366
b0072	b0073	4.02923386819658
b1883	b1888	4.0227635496469
b2125	b4401	4.01916210755439
b0993	b3025	4.01799520616104
b0041	b1395	4.00995148469652
b2125	b3405	4.00731017603805
b0071	b3774	4.00680422640176
b0071	b0771	4.00582342594402
b0571	b4125	3.99553019661514
b0039	b2844	3.99282265334819
b1486	b3478	3.99056082206739
b1393	b1395	3.98993446604581
b1697	b2769	3.98952618329569
b1221	b1888	3.98790273834984
b0039	b1397	3.98545911969333
b1000	b2069	3.98381229649048
b0399	b4124	3.98163823241038
b1884	b1887	3.98136293467109
b1312	b3452	3.98096291406736
b0832	b1486	3.97947179585112
b0316	b1987	3.97896783680863
b1395	b2919	3.97791890785934
b1394	b1395	3.97743533534306
b0039	b2224	3.97676512630624
b0039	b3845	3.97488030050974
b0014	b1000	3.97381898986646
b0650	b1000	3.97381898986646
b1000	b2526	3.97381898986646
b1882	b2125	3.97160536598856
b1395	b2262	3.97123551333671
b0399	b4125	3.96494719879161
b0993	b3912	3.96326874077129
b1883	b1884	3.96034449781928
b0779	b1913	3.95868165741897
b2125	b3025	3.95764163642853
b1883	b3072	3.95626835161175
b0993	b4398	3.95559293463416
b1000	b2614	3.95462875492686
b1883	b1914	3.95440572852353
b1292	b1486	3.95349209081989
b1697	b1698	3.9496087442676
b1010	b4248	3.9441984242439
b0015	b2614	3.94370801771083
b0619	b2786	3.94298235725393
b0031	b0078	3.94261023986836
b0779	b1741	3.9416999940884
b0015	b0650	3.93851283059197
b1888	b2125	3.93809484275447
b1882	b4124	3.93413498655076
b1883	b1887	3.92838424788495
b1888	b2193	3.92451276022827
b0015	b2069	3.91812316632811
b0014	b0015	3.91738659999216
b0015	b2526	3.91738659999216
b1608	b1914	3.91703539109732
b0571	b4003	3.91473352253507
b1969	b4125	3.91248099923066
b0535	b1882	3.91239304221307
b0114	b0420	3.90970917653308
b0043	b1698	3.90781484768917
b1215	b3389	3.90578964771921
b1489	b2067	3.90472050681756
b2125	b4125	3.90244427764339
b1129	b2786	3.90224240944533
b0724	b2282	3.89823446444709
b1608	b2381	3.89817517033436
b0993	b4113	3.8978800465508
b0620	b1914	3.89653603812882
b1883	b3025	3.89633940494054
b1608	b4125	3.89537067440497
b0993	b0995	3.89418004495787
b1695	b1698	3.89344926602921
b0044	b2766	3.89221532909777
b0995	b4125	3.88723751877171
b0571	b1883	3.88609454657562
b0810	b0860	3.88380043275102
b1608	b3210	3.88048683940857
b2069	b2614	3.87908703589835
b0995	b2125	3.87905702878713
b1969	b4124	3.87764076327634
b0400	b0571	3.87545881176403
b1235	b4125	3.87383838547981
b1887	b4355	3.86982312686073
b1695	b2769	3.86665705106438
b0832	b1293	3.8661114153142
b1260	b3179	3.86399069861817
b2125	b3210	3.86267047687981
b0529	b1232	3.86265449763163
b0908	b1692	3.86180455540399
b2193	b3868	3.8611365728881
b0529	b2500	3.85528296269532
b0831	b3542	3.85261790821324
b0595	b1768	3.85053080631664
b0014	b2614	3.84938172348223
b0650	b2614	3.84938172348223
b0043	b0044	3.84728647078667
b0832	b1244	3.84574747372101
b1245	b1293	3.84479449025207
b0285	b2881	3.84423188650343
b1741	b4058	3.83891252826896
b2022	b2026	3.83776376285714
b0535	b1235	3.83575047158298
b1129	b3210	3.83501414749726
b0620	b4401	3.83475347734927
b0055	b2614	3.83424602121356
b2125	b4113	3.83376490039207
b0109	b0750	3.83156336004547
b0399	b4003	3.82957967840284
b0044	b1699	3.82925070431484
b0995	b4003	3.82890180308133
b1914	b3025	3.82887706897613
b1608	b1882	3.826114262579
b0269	b3774	3.82550459253096
b1913	b4058	3.82475339293534
b1647	b1771	3.82116344002229
b0993	b1883	3.82018118652545
b0831	b1485	3.81931249475194
b1883	b4003	3.81858255423564
b0400	b0619	3.81809544128278
b0316	b1595	3.81575965757071
b1235	b1914	3.81560000674183
b1130	b4124	3.81555217327174
b0779	b4058	3.81439786050509
b0571	b2193	3.81423009838256
b0995	b1883	3.81389374655507
b0810	b2310	3.81311606864644
b1883	b4355	3.81282422202159
b0535	b0571	3.81280246749392
b0973	b2730	3.81219135377246
b0995	b1914	3.81035026829235
b0973	b2729	3.80984392851389
b1697	b4187	3.80944787890287
b0973	b2712	3.80879274475389
b1394	b1697	3.80811696442829
b1883	b4125	3.80558943854281
b0221	b1394	3.80531968130216
b0041	b0043	3.80522605731483
b0535	b3912	3.803138526363
b1608	b2786	3.8011006163592
b1695	b1697	3.80109280917855
b0619	b2078	3.80073556957165
b0072	b1800	3.79895113905601
b0031	b3724	3.79880453568473
b1885	b1887	3.79837443549693
b2193	b4398	3.79818372318149
b0316	b1339	3.79338358662568
b1581	b2787	3.79121530411517
b0828	b3012	3.79082283719529
b1882	b4125	3.79035498893277
b1130	b4125	3.7901072592813
b1292	b1293	3.78907478907597
b2220	b4125	3.78849772369141
b0078	b3012	3.78738662230186
b0535	b2125	3.7847263579122
b0973	b0975	3.78451445631603
b1539	b2705	3.78445760331801
b1883	b3210	3.77946321419402
b0285	b2866	3.77926716867097
b2125	b2218	3.77582671524125
b0535	b4003	3.77411369123043
b0810	b2309	3.76927392468653
b0908	b1260	3.76845311272363
b0078	b1406	3.76790769235731
b0571	b1914	3.76481395281001
b1887	b1888	3.76418362848817
b1698	b4187	3.76191972129244
b1363	b3290	3.76079638527795
b0031	b3670	3.76055240715506
b1608	b4124	3.76039342944821
b0620	b1608	3.76036134286415
b1253	b3409	3.76018544996464
b1888	b1914	3.75794369421083
b0535	b4124	3.75720046688678
