"node1","node2","Uni_N1","Uni_N2"
"eco:b0594","eco:b0597","P10378","P0A8Y8"
"eco:b0596","eco:b0597","P15047","P0A8Y8"
"eco:b0586","eco:b0597","P11454","P0A8Y8"
"eco:b0583","eco:b0597","P19925","P0A8Y8"
"eco:b0006","eco:b0605","P0A8I3","P0AE08"
"eco:b0400","eco:b0607","P08400","P39177"
"eco:b0180","eco:b0617","P0A6Q6","P69330"
"eco:b0404","eco:b0617","P21515","P69330"
"eco:b0185","eco:b0617","P0ABD5","P69330"
"eco:b0570","eco:b0619","P77485","P77510"
"eco:b0607","eco:b0619","P39177","P77510"
"eco:b0400","eco:b0619","P08400","P77510"
"eco:b0182","eco:b0622","P10441","P37001"
"eco:b0179","eco:b0622","P21645","P37001"
"eco:b0096","eco:b0622","P0A725","P37001"
"eco:b0524","eco:b0622","P43341","P37001"
"eco:b0628","eco:b0630","P60716","P60720"
"eco:b0167","eco:b0630","P27249","P60720"
"eco:b0089","eco:b0632","P0ABG4","P0AEB2"
"eco:b0084","eco:b0632","P0AD68","P0AEB2"
"eco:b0094","eco:b0632","P0ABH0","P0AEB2"
"eco:b0093","eco:b0632","P06136","P0AEB2"
"eco:b0095","eco:b0632","P0A9A6","P0AEB2"
"eco:b0376","eco:b0632","P0AD70","P0AEB2"
"eco:b0149","eco:b0632","P02919","P0AEB2"
"eco:b0433","eco:b0632","P0AE16","P0AEB2"
"eco:b0089","eco:b0634","P0ABG4","P0ABG7"
"eco:b0376","eco:b0634","P0AD70","P0ABG7"
"eco:b0149","eco:b0634","P02919","P0ABG7"
"eco:b0632","eco:b0634","P0AEB2","P0ABG7"
"eco:b0174","eco:b0635","P60472","P0AD65"
"eco:b0048","eco:b0635","P0ABQ4","P0AD65"
"eco:b0029","eco:b0635","P62623","P0AD65"
"eco:b0462","eco:b0635","P31224","P0AD65"
"eco:b0543","eco:b0635","P23895","P0AD65"
"eco:b0464","eco:b0635","P0ACS9","P0AD65"
"eco:b0591","eco:b0635","P24077","P0AD65"
"eco:b0084","eco:b0635","P0AD68","P0AD65"
"eco:b0090","eco:b0635","P17443","P0AD65"
"eco:b0089","eco:b0635","P0ABG4","P0AD65"
"eco:b0546","eco:b0635","P77634","P0AD65"
"eco:b0225","eco:b0635","Q47149","P0AD65"
"eco:b0149","eco:b0635","P02919","P0AD65"
"eco:b0376","eco:b0635","P0AD70","P0AD65"
"eco:b0092","eco:b0635","P07862","P0AD65"
"eco:b0135","eco:b0635","P31058","P0AD65"
"eco:b0632","eco:b0635","P0AEB2","P0AD65"
"eco:b0634","eco:b0635","P0ABG7","P0AD65"
"eco:b0051","eco:b0636","P06992","P0A8I8"
"eco:b0082","eco:b0636","P60390","P0A8I8"
"eco:b0233","eco:b0637","Q47157","P0AAT6"
"eco:b0109","eco:b0639","P30011","P0A752"
"eco:b0060","eco:b0640","P21189","P28630"
"eco:b0467","eco:b0640","P23862","P28630"
"eco:b0053","eco:b0641","P0ABZ6","P0ADC1"
"eco:b0054","eco:b0641","P31554","P0ADC1"
"eco:b0177","eco:b0641","P0A940","P0ADC1"
"eco:b0178","eco:b0641","P0AEU7","P0ADC1"
"eco:b0051","eco:b0659","P06992","P0A898"
"eco:b0058","eco:b0659","P0AA37","P0A898"
"eco:b0474","eco:b0659","P69441","P0A898"
"eco:b0420","eco:b0662","P77488","P75728"
"eco:b0029","eco:b0662","P62623","P75728"
"eco:b0173","eco:b0662","P45568","P75728"
"eco:b0032","eco:b0674","P0A6F1","P22106"
"eco:b0031","eco:b0674","P04036","P22106"
"eco:b0033","eco:b0674","P00968","P22106"
"eco:b0677","eco:b0678","P0AF18","P0A759"
"eco:b0063","eco:b0688","P08204","P36938"
"eco:b0124","eco:b0688","P15877","P36938"
"eco:b0607","eco:b0695","P39177","P21865"
"eco:b0570","eco:b0695","P77485","P21865"
"eco:b0400","eco:b0695","P08400","P21865"
"eco:b0619","eco:b0695","P77510","P21865"
"eco:b0047","eco:b0696","P03819","P03961"
"eco:b0047","eco:b0697","P03819","P03960"
"eco:b0696","eco:b0697","P03961","P03960"
"eco:b0696","eco:b0698","P03961","P03959"
"eco:b0697","eco:b0698","P03960","P03959"
"eco:b0047","eco:b0698","P03819","P03959"
"eco:b0570","eco:b0715","P77485","P75747"
"eco:b0571","eco:b0715","P0ACZ8","P75747"
"eco:b0015","eco:b0717","P08622","P75749"
"eco:b0161","eco:b0717","P0C0V0","P75749"
"eco:b0178","eco:b0717","P0AEU7","P75749"
"eco:b0053","eco:b0717","P0ABZ6","P75749"
"eco:b0721","eco:b0722","P69054","P0AC44"
"eco:b0116","eco:b0723","P0A9P0","P0AC41"
"eco:b0156","eco:b0723","P0ACC3","P0AC41"
"eco:b0723","eco:b0727","P0AC41","P0AFG6"
"eco:b0727","eco:b0728","P0AFG6","P0A836"
"eco:b0723","eco:b0728","P0AC41","P0A836"
"eco:b0722","eco:b0733","P0AC44","P0ABJ9"
"eco:b0721","eco:b0733","P69054","P0ABJ9"
"eco:b0733","eco:b0734","P0ABJ9","P0ABK2"
"eco:b0722","eco:b0734","P0AC44","P0ABK2"
"eco:b0721","eco:b0734","P69054","P0ABK2"
"eco:b0737","eco:b0738","P0ABU9","P0ABV6"
"eco:b0737","eco:b0739","P0ABU9","P19934"
"eco:b0738","eco:b0739","P0ABV6","P19934"
"eco:b0739","eco:b0740","P19934","P0A855"
"eco:b0738","eco:b0740","P0ABV6","P0A855"
"eco:b0098","eco:b0740","P10408","P0A855"
"eco:b0737","eco:b0740","P0ABU9","P0A855"
"eco:b0408","eco:b0740","P0AG90","P0A855"
"eco:b0639","eco:b0750","P0A752","P11458"
"eco:b0109","eco:b0750","P30011","P11458"
"eco:b0756","eco:b0757","P0A9C3","P0A6T3"
"eco:b0757","eco:b0758","P0A6T3","P09148"
"eco:b0756","eco:b0758","P0A9C3","P09148"
"eco:b0756","eco:b0759","P0A9C3","P09147"
"eco:b0196","eco:b0759","P69411","P09147"
"eco:b0757","eco:b0759","P0A6T3","P09147"
"eco:b0758","eco:b0759","P09148","P09147"
"eco:b0466","eco:b0762","P45807","P0AAW9"
"eco:b0383","eco:b0766","P00634","P21829"
"eco:b0446","eco:b0766","P46891","P21829"
"eco:b0774","eco:b0775","P12995","P12996"
"eco:b0775","eco:b0776","P12996","P12998"
"eco:b0774","eco:b0776","P12995","P12998"
"eco:b0776","eco:b0777","P12998","P12999"
"eco:b0775","eco:b0777","P12996","P12999"
"eco:b0774","eco:b0777","P12995","P12999"
"eco:b0775","eco:b0778","P12996","P13000"
"eco:b0777","eco:b0778","P12999","P13000"
"eco:b0774","eco:b0778","P12995","P13000"
"eco:b0776","eco:b0778","P12998","P13000"
"eco:b0484","eco:b0799","Q59385","P27296"
"eco:b0470","eco:b0799","P06710","P27296"
"eco:b0439","eco:b0799","P0A9M0","P27296"
"eco:b0059","eco:b0799","P60240","P27296"
"eco:b0199","eco:b0799","P30750","P27296"
"eco:b0196","eco:b0806","P69411","P0AAX6"
"eco:b0759","eco:b0806","P09147","P0AAX6"
"eco:b0636","eco:b0807","P0A8I8","P75782"
"eco:b0082","eco:b0807","P60390","P75782"
"eco:b0051","eco:b0807","P06992","P75782"
"eco:b0174","eco:b0819","P60472","P0AAX8"
"eco:b0131","eco:b0828","P0A790","P37595"
"eco:b0829","eco:b0830","P75796","P75797"
"eco:b0830","eco:b0831","P75797","P75798"
"eco:b0829","eco:b0831","P75796","P75798"
"eco:b0831","eco:b0832","P75798","P75799"
"eco:b0830","eco:b0832","P75797","P75799"
"eco:b0829","eco:b0832","P75796","P75799"
"eco:b0089","eco:b0839","P0ABG4","P08506"
"eco:b0462","eco:b0839","P31224","P08506"
"eco:b0084","eco:b0839","P0AD68","P08506"
"eco:b0634","eco:b0839","P0ABG7","P08506"
"eco:b0174","eco:b0839","P60472","P08506"
"eco:b0048","eco:b0839","P0ABQ4","P08506"
"eco:b0376","eco:b0839","P0AD70","P08506"
"eco:b0092","eco:b0839","P07862","P08506"
"eco:b0149","eco:b0839","P02919","P08506"
"eco:b0632","eco:b0839","P0AEB2","P08506"
"eco:b0635","eco:b0839","P0AD65","P08506"
"eco:b0090","eco:b0839","P17443","P08506"
"eco:b0464","eco:b0839","P0ACS9","P08506"
"eco:b0543","eco:b0839","P23895","P08506"
"eco:b0226","eco:b0840","Q47150","P0ACK5"
"eco:b0135","eco:b0841","P31058","P75806"
"eco:b0635","eco:b0841","P0AD65","P75806"
"eco:b0029","eco:b0841","P62623","P75806"
"eco:b0591","eco:b0841","P24077","P75806"
"eco:b0546","eco:b0841","P77634","P75806"
"eco:b0225","eco:b0841","Q47149","P75806"
"eco:b0149","eco:b0841","P02919","P75806"
"eco:b0766","eco:b0844","P21829","P75809"
"eco:b0446","eco:b0844","P46891","P75809"
"eco:b0383","eco:b0844","P00634","P75809"
"eco:b0854","eco:b0855","P31133","P31134"
"eco:b0854","eco:b0856","P31133","P31135"
"eco:b0855","eco:b0856","P31134","P31135"
"eco:b0856","eco:b0857","P31135","P0AFL1"
"eco:b0855","eco:b0857","P31134","P0AFL1"
"eco:b0854","eco:b0857","P31133","P0AFL1"
"eco:b0051","eco:b0859","P06992","P75817"
"eco:b0807","eco:b0859","P75782","P75817"
"eco:b0082","eco:b0859","P60390","P75817"
"eco:b0636","eco:b0859","P0A8I8","P75817"
"eco:b0860","eco:b0861","P30860","P0AE30"
"eco:b0692","eco:b0862","P0AAF1","P0AE34"
"eco:b0862","eco:b0863","P0AE34","P30859"
"eco:b0692","eco:b0863","P0AAF1","P30859"
"eco:b0863","eco:b0864","P30859","P0AAF6"
"eco:b0376","eco:b0867","P0AD70","P75820"
"eco:b0723","eco:b0873","P0AC41","P75825"
"eco:b0116","eco:b0873","P0A9P0","P75825"
"eco:b0311","eco:b0875","P17444","P60844"
"eco:b0465","eco:b0875","P77338","P60844"
"eco:b0577","eco:b0875","P0AAT4","P60844"
"eco:b0841","eco:b0879","P75806","P75831"
"eco:b0463","eco:b0879","P0AE06","P75831"
"eco:b0635","eco:b0879","P0AD65","P75831"
"eco:b0225","eco:b0879","Q47149","P75831"
"eco:b0029","eco:b0879","P62623","P75831"
"eco:b0135","eco:b0879","P31058","P75831"
"eco:b0462","eco:b0879","P31224","P75831"
"eco:b0149","eco:b0879","P02919","P75831"
"eco:b0591","eco:b0879","P24077","P75831"
"eco:b0546","eco:b0879","P77634","P75831"
"eco:b0812","eco:b0880","P0ABT2","P0A968"
"eco:b0687","eco:b0880","P0AFY8","P0A968"
"eco:b0161","eco:b0882","P0C0V0","P0ABH9"
"eco:b0565","eco:b0882","P09169","P0ABH9"
"eco:b0439","eco:b0882","P0A9M0","P0ABH9"
"eco:b0830","eco:b0886","P75797","P23886"
"eco:b0829","eco:b0886","P75796","P23886"
